Title,Price,Category,Rating,Number of Reviews
"REDMI 13 5G (Orchid Pink, 128 GB)","₹12,999",mobiles 5g,4.3,"46,906 Ratings & 2,345 Reviews"
"vivo T4 Pro 5G (Blaze Gold, 256 GB)","₹31,999",mobiles 5g,4.5,"1,451 Ratings & 111 Reviews"
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)","₹20,999",mobiles 5g,4.4,"1,68,249 Ratings & 11,287 Reviews"
"REDMI Note 14 5G (Phantom Purple, 256 GB)","₹17,097",mobiles 5g,4.2,"2,196 Ratings & 115 Reviews"
"REDMI Note 14 5G (Mystique White, 256 GB)","₹17,294",mobiles 5g,4.2,"2,196 Ratings & 115 Reviews"
"vivo V60e (Noble Gold, 128 GB)","₹29,999",mobiles 5g,4.6,69 Ratings & 2 Reviews
"IQOO Z10 Lite 5G (Titanium Blue, 128 GB)","₹9,989",mobiles 5g,4.2,"1,007 Ratings & 39 Reviews"
"REDMI 15 5G (Frosted White, 128 GB)","₹14,848",mobiles 5g,4.2,693 Ratings & 33 Reviews
"REDMI 14C 5G (Stardust Purple, 128 GB)","₹10,204",mobiles 5g,4.2,"6,994 Ratings & 369 Reviews"
"realme 15 Pro 5G (Flowing Silver, 512 GB)","₹38,999",mobiles 5g,4.3,"2,715 Ratings & 230 Reviews"
"realme 15 Pro 5G (Flowing Silver, 256 GB)","₹35,999",mobiles 5g,4.3,"2,715 Ratings & 230 Reviews"
"realme 15 Pro 5G (Silk Purple, 256 GB)","₹33,999",mobiles 5g,4.3,"4,888 Ratings & 446 Reviews"
"realme 15 Pro 5G (Silk Purple, 256 GB)","₹35,999",mobiles 5g,4.3,"2,715 Ratings & 230 Reviews"
"realme 15 Pro 5G (Velvet Green, 256 GB)","₹33,999",mobiles 5g,4.3,"4,888 Ratings & 446 Reviews"
"realme 15 Pro 5G (Flowing Silver, 256 GB)","₹33,999",mobiles 5g,4.3,"4,888 Ratings & 446 Reviews"
"REDMI 14C 5G (Starlight Blue, 128 GB)","₹10,184",mobiles 5g,4.2,"6,994 Ratings & 369 Reviews"
"REDMI 15 5G (Sandy Purple, 128 GB)","₹14,248",mobiles 5g,4.2,360 Ratings & 21 Reviews
"POCO M7 Plus 5G (Chrome Silver, 128 GB)","₹12,999",mobiles 5g,4.2,"1,325 Ratings & 72 Reviews"
"REDMI 15 5G (Frosted White, 128 GB)","₹14,086",mobiles 5g,4.2,360 Ratings & 21 Reviews
Unknown,0,mobiles 5g,Unknown,0
Unknown,0,mobiles 5g,4.4,0
Unknown,0,mobiles 5g,Unknown,0
Unknown,0,mobiles 5g,Unknown,0
Unknown,0,mobiles 5g,Unknown,0
"REDMI 15 5G (Sandy Purple, 128 GB)","₹14,248",mobiles 5g,4.2,360 Ratings & 21 Reviews
"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Sea Breeze Green, 128 GB)","₹11,499",mobiles 5g,4.3,"13,616 Ratings & 1,274 Reviews"
"vivo T4 Pro 5G (Nitro Blue, 256 GB)","₹31,999",mobiles 5g,4.5,"1,451 Ratings & 111 Reviews"
"realme Narzo 80x 5G (Sunlit Gold, 128 GB)","₹11,679",mobiles 5g,4.2,"1,260 Ratings & 48 Reviews"
"Google Pixel 9 Pro Fold (Obsidian, 256 GB)","₹99,999",mobiles 5g,4.5,226 Ratings & 20 Reviews
"vivo V60e (Noble Gold, 256 GB)","₹33,999",mobiles 5g,4.3,36 Ratings & 2 Reviews
"Infinix Note 50s 5G+ 45W Charger In the Box & AI (Burgundy Red, 128 GB)","₹15,999",mobiles 5g,4.4,"21,794 Ratings & 1,889 Reviews"
"Infinix Note 50s 5G+ 45W Charger In the Box & AI (Titanium Grey, 256 GB)","₹17,999",mobiles 5g,4.4,"21,794 Ratings & 1,889 Reviews"
"Infinix Note 50s 5G+ 45W Charger In the Box & AI (Burgundy Red, 256 GB)","₹17,999",mobiles 5g,4.4,"21,794 Ratings & 1,889 Reviews"
"Infinix Note 50s 5G+ 45W Charger In the Box & AI (Marine Drift, 128 GB)","₹15,999",mobiles 5g,4.4,"21,794 Ratings & 1,889 Reviews"
"REDMI 14C 5G (Starlight Blue, 64 GB)","₹8,990",mobiles 5g,4.2,"6,967 Ratings & 350 Reviews"
"OnePlus Nord CE5 5G (Nexus Blue, 128 GB)","₹24,978",mobiles 5g,4.5,"3,548 Ratings & 197 Reviews"
"OnePlus Nord CE5 5G (Black Infinity, 128 GB)","₹24,990",mobiles 5g,4.5,"3,548 Ratings & 197 Reviews"
"OnePlus Nord CE5 5G (Nexus Blue, 256 GB)","₹26,999",mobiles 5g,4.5,"3,548 Ratings & 197 Reviews"
"OnePlus Nord CE5 5G (Marble Mist, 128 GB)","₹24,995",mobiles 5g,4.5,"3,548 Ratings & 197 Reviews"
"Samsung Galaxy A06 5G (Black, 64 GB)","₹8,978",mobiles 5g,4.1,"1,635 Ratings & 104 Reviews"
"OnePlus Nord 5 5G (Dry Ice, 256 GB)","₹34,932",mobiles 5g,4.5,683 Ratings & 54 Reviews
"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Enchanted Purple, 128 GB)","₹11,499",mobiles 5g,4.3,"13,616 Ratings & 1,274 Reviews"
"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Titanium Grey, 128 GB)","₹11,499",mobiles 5g,4.3,"13,616 Ratings & 1,274 Reviews"
"IQOO Z10 Lite 5G (Titanium Blue, 128 GB)","₹9,989",mobiles 5g,4.2,"1,007 Ratings & 39 Reviews"
"Motorola Edge 50 Neo (PANTONE Poinciana, 256 GB)","₹19,999",mobiles 5g,4.4,"31,257 Ratings & 2,985 Reviews"
"OnePlus Nord CE4 (Dark Chrome, 128 GB)","₹19,248",mobiles 5g,4.4,"25,940 Ratings & 1,436 Reviews"
"Samsung Galaxy A06 5G (Light Green, 128 GB)","₹10,100",mobiles 5g,4.1,"1,635 Ratings & 104 Reviews"
"REDMI 13 5G (Orchid Pink, 128 GB)","₹12,359",mobiles 5g,4.2,"12,627 Ratings & 700 Reviews"
Unknown,0,mobiles 5g,Unknown,0
Unknown,0,mobiles 5g,4.4,0
Unknown,0,mobiles 5g,Unknown,0
Unknown,0,mobiles 5g,Unknown,0
Unknown,0,mobiles 5g,Unknown,0
"Motorola G85 5G (Urban Grey, 128 GB)","₹15,999",mobiles 5g,4.4,"2,44,879 Ratings & 12,201 Reviews"
"realme 15T 5G (Flowing Silver, 128 GB)","₹20,999",mobiles 5g,4.3,"2,479 Ratings & 193 Reviews"
"realme 15T 5G (Silk Blue, 128 GB)","₹20,999",mobiles 5g,4.3,"2,479 Ratings & 193 Reviews"
"MOTOROLA Edge 60 Stylus (PANTONE Surf the Web, 256 GB)","₹19,999",mobiles 5g,4.3,"11,105 Ratings & 845 Reviews"
"OnePlus Nord 5 5G (Dry Ice, 256 GB)","₹32,188",mobiles 5g,4.5,635 Ratings & 36 Reviews
"IQOO Neo 10 (Titanium Chrome, 128 GB)","₹31,777",mobiles 5g,4.6,690 Ratings & 56 Reviews
"Samsung Galaxy F16 5G (Vibing Blue, 128 GB)","₹13,999",mobiles 5g,4.2,"8,776 Ratings & 513 Reviews"
"Samsung Galaxy S24 Ultra 5G (Titanium Gray, 256 GB)","₹80,898",mobiles 5g,4.6,"6,473 Ratings & 502 Reviews"
"vivo V60e (Elite Purple, 128 GB)","₹29,999",mobiles 5g,4.6,69 Ratings & 2 Reviews
"realme 15 Pro 5G (Velvet Green, 128 GB)","₹31,999",mobiles 5g,4.3,"4,888 Ratings & 446 Reviews"
"realme 15 Pro 5G (Velvet Green, 256 GB)","₹35,999",mobiles 5g,4.3,"2,715 Ratings & 230 Reviews"
"OnePlus Nord 5 5G (Phantom Grey, 512 GB)","₹38,990",mobiles 5g,4.5,683 Ratings & 54 Reviews
"OPPO F27 Pro+ (Midnight Navy, 128 GB)","₹18,585",mobiles 5g,4.4,"14,683 Ratings & 622 Reviews"
"POCO X7 Pro 5G (Obsidian Black, 256 GB)","₹22,999",mobiles 5g,4.4,"6,478 Ratings & 694 Reviews"
"REDMI 15 5G (Midnight Black, 128 GB)","₹15,049",mobiles 5g,4.2,693 Ratings & 33 Reviews
"vivo V50e 5G (Sapphire Blue, 256 GB)","₹24,598",mobiles 5g,4.4,"2,304 Ratings & 140 Reviews"
"IQOO Neo 10 (Inferno Red, 128 GB)","₹31,393",mobiles 5g,4.6,690 Ratings & 56 Reviews
"POCO X7 5G (Yellow, 256 GB)","₹15,999",mobiles 5g,4.3,"20,649 Ratings & 1,636 Reviews"
"MOTOROLA Edge 60 Stylus (PANTONE Gibraltar Sea, 256 GB)","₹19,999",mobiles 5g,4.3,"11,105 Ratings & 845 Reviews"
"OnePlus 13s 5G (Green Silk, 256 GB)","₹50,999",mobiles 5g,4.5,779 Ratings & 62 Reviews
"realme 15 5G (Silk Pink, 256 GB)","₹27,999",mobiles 5g,4.4,"5,922 Ratings & 489 Reviews"
"REDMI Note 14 5G (Phantom Purple, 128 GB)","₹18,995",mobiles 5g,4.2,"2,196 Ratings & 115 Reviews"
"OnePlus 13s 5G (Black Velvet, 256 GB)","₹50,042",mobiles 5g,4.5,779 Ratings & 62 Reviews
"POCO X7 5G (Glacier Green, 128 GB)","₹14,999",mobiles 5g,4.3,"20,649 Ratings & 1,636 Reviews"
Unknown,0,mobiles 5g,Unknown,0
Unknown,0,mobiles 5g,4.4,0
Unknown,0,mobiles 5g,Unknown,0
Unknown,0,mobiles 5g,Unknown,0
Unknown,0,mobiles 5g,Unknown,0
"REDMI A4 (Sparkle Purple, 128 GB)","₹8,980",mobiles 5g,4.3,"9,763 Ratings & 430 Reviews"
"OnePlus Nord CE5 5G (Black Infinity, 256 GB)","₹26,949",mobiles 5g,4.5,"3,548 Ratings & 197 Reviews"
"Samsung Galaxy A06 5G (Light Gray, 64 GB)","₹8,880",mobiles 5g,4.1,"1,635 Ratings & 104 Reviews"
"vivo V50e 5G (Pearl White, 256 GB)","₹24,890",mobiles 5g,4.4,"2,304 Ratings & 140 Reviews"
"OnePlus 13s 5G (Black Velvet, 512 GB)","₹55,944",mobiles 5g,4.5,779 Ratings & 62 Reviews
"OnePlus 13s 5G (Green Silk, 512 GB)","₹55,869",mobiles 5g,4.5,779 Ratings & 62 Reviews
"POCO M6 Plus 5G (Ice Silver, 128 GB)","₹10,595",mobiles 5g,4.2,"13,809 Ratings & 827 Reviews"
"OnePlus Nord 5 5G (Dry Ice, 256 GB)","₹31,892",mobiles 5g,4.5,635 Ratings & 36 Reviews
"POCO M7 5G  - Locked with Airtel Prepaid (Satin Black, 128 GB)","₹7,849",mobiles 5g,4.1,"44,433 Ratings & 2,094 Reviews"
"POCO F7 5G (Frost White, 512 GB)","₹32,999",mobiles 5g,4.4,"13,223 Ratings & 1,368 Reviews"
"OnePlus Nord 5 5G (Phantom Grey, 256 GB)","₹34,955",mobiles 5g,4.5,683 Ratings & 54 Reviews
"REDMI 15 5G (Sandy Purple, 256 GB)","₹16,430",mobiles 5g,4.2,693 Ratings & 33 Reviews
"vivo V50e 5G (Sapphire Blue, 128 GB)","₹23,929",mobiles 5g,4.4,"2,304 Ratings & 140 Reviews"
"REDMI 13 5G (Black Diamond, 128 GB)","₹12,088",mobiles 5g,4.2,"12,627 Ratings & 700 Reviews"
"vivo V50e 5G (Pearl White, 128 GB)","₹23,932",mobiles 5g,4.4,"2,304 Ratings & 140 Reviews"
"vivo V60e (Noble Gold, 256 GB)","₹31,999",mobiles 5g,4.6,69 Ratings & 2 Reviews
"Motorola Edge 50 Fusion (Forest Green, 128 GB)","₹18,999",mobiles 5g,4.4,"1,36,956 Ratings & 8,725 Reviews"
"OnePlus Nord CE4 (Celadon Marble, 128 GB)","₹19,230",mobiles 5g,4.4,"25,940 Ratings & 1,436 Reviews"
"MOTOROLA Edge 60 Pro (Pantone Dazzling Blue, 512 GB)","₹33,999",mobiles 5g,4.3,"1,277 Ratings & 98 Reviews"
"OPPO F27 Pro+ (Dusk Pink, 128 GB)","₹22,999",mobiles 5g,4.4,"14,683 Ratings & 622 Reviews"
"Samsung M36 5G (Serene Green / Light Green, 128 GB)","₹16,153",mobiles 5g,4.2,97 Ratings & 4 Reviews
"IQOO Z10R 5G (Aquamarine, 256 GB)","₹22,972",mobiles 5g,4.2,82 Ratings & 6 Reviews
"realme 15T 5G (Suit Titanium, 256 GB)","₹22,999",mobiles 5g,4.3,"2,479 Ratings & 193 Reviews"
"realme 15T 5G (Suit Titanium, 128 GB)","₹20,999",mobiles 5g,4.3,"2,479 Ratings & 193 Reviews"
Unknown,0,mobiles 5g,Unknown,0
Unknown,0,mobiles 5g,4.4,0
Unknown,0,mobiles 5g,Unknown,0
Unknown,0,mobiles 5g,Unknown,0
Unknown,0,mobiles 5g,Unknown,0
"REDMI Note 14 5G (Titan Black, 256 GB)","₹17,399",mobiles 5g,4.2,"2,196 Ratings & 115 Reviews"
"REDMI Note 14 5G (Ivy Green, 128 GB)","₹16,774",mobiles 5g,4.2,"2,196 Ratings & 115 Reviews"
"IQOO Neo 10 (Titanium Chrome, 256 GB)","₹33,898",mobiles 5g,4.6,690 Ratings & 56 Reviews
"POCO X7 Pro 5G (Obsidian Black, 256 GB)","₹20,999",mobiles 5g,4.3,"12,454 Ratings & 1,423 Reviews"
"Samsung M36 5G (Orange Haze / Orange, 128 GB)","₹14,291",mobiles 5g,4.2,593 Ratings & 36 Reviews
"Samsung Galaxy S25 5G (Mint, 256 GB)","₹74,999",mobiles 5g,4.6,"2,526 Ratings & 295 Reviews"
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)","₹27,999",mobiles 5g,4.4,"67,762 Ratings & 4,443 Reviews"
"realme 14 Pro+ 5G (Suede Grey, 256 GB)","₹26,999",mobiles 5g,4.4,"7,304 Ratings & 831 Reviews"
"POCO M7 Plus 5G (Aqua Blue, 128 GB)","₹11,999",mobiles 5g,4.3,"2,370 Ratings & 129 Reviews"
"Samsung Galaxy S24 Ultra 5G (Titanium Violet, 256 GB)","₹80,976",mobiles 5g,4.6,"6,473 Ratings & 502 Reviews"
"realme 14 Pro+ 5G (Emerald Drift, 256 GB)","₹25,999",mobiles 5g,4.4,"14,056 Ratings & 1,759 Reviews"
"Samsung Galaxy M35 5G (Thunder Grey, 128 GB)","₹16,375",mobiles 5g,4.4,"27,848 Ratings & 2,130 Reviews"
"MOTOROLA Edge 60 5G (PANTONE Shamrock, 256 GB)","₹24,999",mobiles 5g,4.3,"4,648 Ratings & 329 Reviews"
"realme 15 5G (Velvet Green, 256 GB)","₹27,999",mobiles 5g,4.4,"5,922 Ratings & 489 Reviews"
"realme 15 5G (Flowing Silver, 256 GB)","₹27,999",mobiles 5g,4.4,"5,922 Ratings & 489 Reviews"
"realme 15 5G (Silk Pink, 128 GB)","₹25,999",mobiles 5g,4.4,"5,922 Ratings & 489 Reviews"
"realme 15 5G (Flowing Silver, 256 GB)","₹29,999",mobiles 5g,4.4,259 Ratings & 28 Reviews
"realme 15 5G (Velvet Green, 128 GB)","₹25,999",mobiles 5g,4.4,"5,922 Ratings & 489 Reviews"
"realme 15 5G (Flowing Silver, 128 GB)","₹25,999",mobiles 5g,4.4,"5,922 Ratings & 489 Reviews"
"Apple iPhone 17 Pro Max (Deep Blue, 256 GB)","₹1,49,900",mobiles 5g,4.7,130 Ratings & 11 Reviews
"REDMI 13 5G (Hawaiian Blue, 128 GB)","₹12,044",mobiles 5g,4.3,"46,906 Ratings & 2,345 Reviews"
"realme 14 Pro+ 5G (Bikaner Purple, 256 GB)","₹28,999",mobiles 5g,4.4,"14,056 Ratings & 1,759 Reviews"
"realme 14 Pro+ 5G (Pearl White, 512 GB)","₹29,999",mobiles 5g,4.4,"7,304 Ratings & 831 Reviews"
"realme 14 Pro+ 5G (Suede Grey, 512 GB)","₹29,999",mobiles 5g,4.4,"7,304 Ratings & 831 Reviews"
Unknown,0,mobiles 5g,Unknown,0
Unknown,0,mobiles 5g,4.4,0
Unknown,0,mobiles 5g,Unknown,0
Unknown,0,mobiles 5g,Unknown,0
Unknown,0,mobiles 5g,Unknown,0
"Infinix Note 50s 5G+ 45W Charger In the Box & AI (Marine Drift, 256 GB)","₹17,999",mobiles 5g,4.4,"21,794 Ratings & 1,889 Reviews"
"Samsung Galaxy A16 5G (Blue Black, 128 GB)","₹14,419",mobiles 5g,4.2,"3,312 Ratings & 140 Reviews"
"REDMI 13 5G (Hawaiian Blue, 128 GB)","₹12,044",mobiles 5g,4.3,"46,906 Ratings & 2,345 Reviews"
"Samsung Galaxy S25 5G (Silver Shadow, 256 GB)","₹74,999",mobiles 5g,4.6,"2,526 Ratings & 295 Reviews"
"Alcatel V3 Pro 5G (Matcha Green, 256 GB)","₹12,999",mobiles 5g,4.5,356 Ratings & 112 Reviews
"Alcatel V3 Pro 5G (Metallic Grey, 256 GB)","₹12,999",mobiles 5g,4.5,356 Ratings & 112 Reviews
"POCO M7 Plus 5G (Aqua Blue, 128 GB)","₹12,999",mobiles 5g,4.2,"1,325 Ratings & 72 Reviews"
"Samsung Galaxy A16 5G (Blue Black, 128 GB)","₹15,699",mobiles 5g,4.2,"3,585 Ratings & 198 Reviews"
"Google Pixel 10 (Obsidian, 256 GB)","₹79,999",mobiles 5g,4.4,549 Ratings & 52 Reviews
"realme 14 Pro+ 5G (Suede Grey, 128 GB)","₹29,999",mobiles 5g,4.4,"14,056 Ratings & 1,759 Reviews"
"Samsung Galaxy S25 5G (Navy, 256 GB)","₹74,999",mobiles 5g,4.6,"2,526 Ratings & 295 Reviews"
"Samsung M36 5G (Velvet Black / Black, 128 GB)","₹16,478",mobiles 5g,4.2,97 Ratings & 4 Reviews
"Samsung M36 5G (Light green/Serene Green, 256 GB)","₹19,954",mobiles 5g,4.2,97 Ratings & 4 Reviews
"Samsung Galaxy S25 Ultra 5G (Titanium Whitesilver, 256 GB)","₹1,04,985",mobiles 5g,4.6,"2,279 Ratings & 234 Reviews"
"REDMI 15 5G (Midnight Black, 256 GB)","₹16,699",mobiles 5g,4.2,693 Ratings & 33 Reviews
"Samsung Galaxy A36 5G (Awesome Lavender, 256 GB)","₹34,499",mobiles 5g,4.4,207 Ratings & 12 Reviews
"Tecno Spark Go 5G (Ink Black, 128 GB)","₹9,999",mobiles 5g,4.3,821 Ratings & 71 Reviews
"Tecno Spark Go 5G (Sky Blue, 128 GB)","₹9,999",mobiles 5g,4.3,821 Ratings & 71 Reviews
"OPPO F31 5G (Midnight Blue, 256 GB)","₹24,999",mobiles 5g,4.3,266 Ratings & 20 Reviews
"OPPO F31 5G (Cloud Green, 128 GB)","₹22,999",mobiles 5g,4.3,266 Ratings & 20 Reviews
"OPPO F31 5G (Bloom Red, 128 GB)","₹22,999",mobiles 5g,4.3,266 Ratings & 20 Reviews
"OPPO F31 5G (Cloud Green, 256 GB)","₹24,999",mobiles 5g,4.3,266 Ratings & 20 Reviews
"OPPO F31 5G (Bloom Red, 256 GB)","₹24,999",mobiles 5g,4.3,266 Ratings & 20 Reviews
"OPPO F31 5G (Midnight Blue, 128 GB)","₹22,999",mobiles 5g,4.3,266 Ratings & 20 Reviews
Unknown,0,mobiles 5g,Unknown,0
Unknown,0,mobiles 5g,4.4,0
Unknown,0,mobiles 5g,Unknown,0
Unknown,0,mobiles 5g,Unknown,0
Unknown,0,mobiles 5g,Unknown,0
"REDMI 13 5G (Hawaiian Blue, 128 GB)","₹12,882",mobiles 5g,4.2,"12,627 Ratings & 700 Reviews"
"realme 14 Pro+ 5G (Pearl White, 256 GB)","₹26,999",mobiles 5g,4.4,"7,304 Ratings & 831 Reviews"
"Apple iPhone 14 (Blue, 256 GB)","₹62,900",mobiles 5g,4.6,"3,18,732 Ratings & 11,822 Reviews"
"POCO F7 5G (Frost White, 256 GB)","₹30,999",mobiles 5g,4.4,"13,223 Ratings & 1,368 Reviews"
"realme 14 Pro+ 5G (Pearl White, 128 GB)","₹29,999",mobiles 5g,4.4,"14,056 Ratings & 1,759 Reviews"
"MOTOROLA Razr 60 (PANTONE Spring Bud, 256 GB)","₹39,999",mobiles 5g,4.4,"1,356 Ratings & 103 Reviews"
"Apple iPhone 13 (Starlight, 128 GB)","₹49,900",mobiles 5g,4.6,"2,94,619 Ratings & 14,001 Reviews"
"realme 14x 5G (Jewel Red, 128 GB)","₹14,999",mobiles 5g,4.3,"12,957 Ratings & 654 Reviews"
"realme 14x 5G (Golden Glow, 128 GB)","₹15,999",mobiles 5g,4.4,"7,683 Ratings & 395 Reviews"
"realme 14x 5G (Jewel Red, 128 GB)","₹15,999",mobiles 5g,4.4,"7,683 Ratings & 395 Reviews"
"realme 14x 5G (Crystal Black, 128 GB)","₹14,999",mobiles 5g,4.3,"12,957 Ratings & 654 Reviews"
"REDMI 14C 5G (Stardust Purple, 128 GB)","₹10,999",mobiles 5g,4.2,"6,994 Ratings & 369 Reviews"
"REDMI 14C 5G (Starlight Blue, 128 GB)","₹10,999",mobiles 5g,4.2,"6,994 Ratings & 369 Reviews"
"REDMI 14C 5G (Stardust Purple, 64 GB)","₹8,999",mobiles 5g,4.2,"6,967 Ratings & 350 Reviews"
"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Titanium Grey, 128 GB)","₹12,999",mobiles 5g,4.3,"4,042 Ratings & 350 Reviews"
"Samsung Galaxy A16 5G (Gold, 128 GB)","₹15,499",mobiles 5g,4.2,"3,585 Ratings & 198 Reviews"
"MOTOROLA Edge 60 Pro (Pantone Dazzling Blue, 256 GB)","₹29,999",mobiles 5g,4.3,"10,271 Ratings & 889 Reviews"
"OPPO F27 Pro+ (Midnight Navy, 256 GB)","₹21,500",mobiles 5g,4.4,"14,683 Ratings & 622 Reviews"
"realme 14 Pro+ 5G (Suede Grey, 256 GB)","₹28,999",mobiles 5g,4.4,"14,056 Ratings & 1,759 Reviews"
"Ai+ Nova 5G (Sparkle Red, 128 GB)","₹7,999",mobiles 5g,4.1,"10,794 Ratings & 782 Reviews"
"MOTOROLA Edge 60 Pro (Pantone Shadow, 256 GB)","₹29,999",mobiles 5g,4.3,"10,271 Ratings & 889 Reviews"
"Apple iPhone 14 (Midnight, 128 GB)","₹52,900",mobiles 5g,4.6,"3,18,732 Ratings & 11,822 Reviews"
"Tecno Pop 9 5G (Aurora Cloud, 64 GB)","₹8,699",mobiles 5g,4.1,127 Ratings & 7 Reviews
"MOTOROLA Edge 60 Pro (Pantone Walnut, 256 GB)","₹29,999",mobiles 5g,4.3,"10,271 Ratings & 889 Reviews"
Unknown,0,mobiles 5g,Unknown,0
Unknown,0,mobiles 5g,4.4,0
Unknown,0,mobiles 5g,Unknown,0
Unknown,0,mobiles 5g,Unknown,0
Unknown,0,mobiles 5g,Unknown,0
"REDMI 13 5G (Hawaiian Blue, 128 GB)","₹12,882",mobiles 5g,4.2,"12,627 Ratings & 700 Reviews"
"realme 14 Pro+ 5G (Pearl White, 256 GB)","₹26,999",mobiles 5g,4.4,"7,304 Ratings & 831 Reviews"
"Apple iPhone 14 (Blue, 256 GB)","₹62,900",mobiles 5g,4.6,"3,18,732 Ratings & 11,822 Reviews"
"POCO F7 5G (Frost White, 256 GB)","₹30,999",mobiles 5g,4.4,"13,223 Ratings & 1,368 Reviews"
"realme 14 Pro+ 5G (Pearl White, 128 GB)","₹29,999",mobiles 5g,4.4,"14,056 Ratings & 1,759 Reviews"
"MOTOROLA Razr 60 (PANTONE Spring Bud, 256 GB)","₹39,999",mobiles 5g,4.4,"1,356 Ratings & 103 Reviews"
"Apple iPhone 13 (Starlight, 128 GB)","₹49,900",mobiles 5g,4.6,"2,94,619 Ratings & 14,001 Reviews"
"realme 14x 5G (Jewel Red, 128 GB)","₹14,999",mobiles 5g,4.3,"12,957 Ratings & 654 Reviews"
"realme 14x 5G (Golden Glow, 128 GB)","₹15,999",mobiles 5g,4.4,"7,683 Ratings & 395 Reviews"
"realme 14x 5G (Jewel Red, 128 GB)","₹15,999",mobiles 5g,4.4,"7,683 Ratings & 395 Reviews"
"realme 14x 5G (Crystal Black, 128 GB)","₹14,999",mobiles 5g,4.3,"12,957 Ratings & 654 Reviews"
"REDMI 14C 5G (Stardust Purple, 128 GB)","₹10,999",mobiles 5g,4.2,"6,994 Ratings & 369 Reviews"
"REDMI 14C 5G (Starlight Blue, 128 GB)","₹10,999",mobiles 5g,4.2,"6,994 Ratings & 369 Reviews"
"REDMI 14C 5G (Stardust Purple, 64 GB)","₹8,999",mobiles 5g,4.2,"6,967 Ratings & 350 Reviews"
"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Titanium Grey, 128 GB)","₹12,999",mobiles 5g,4.3,"4,042 Ratings & 350 Reviews"
"Samsung Galaxy A16 5G (Gold, 128 GB)","₹15,499",mobiles 5g,4.2,"3,585 Ratings & 198 Reviews"
"MOTOROLA Edge 60 Pro (Pantone Dazzling Blue, 256 GB)","₹29,999",mobiles 5g,4.3,"10,271 Ratings & 889 Reviews"
"OPPO F27 Pro+ (Midnight Navy, 256 GB)","₹21,500",mobiles 5g,4.4,"14,683 Ratings & 622 Reviews"
"realme 14 Pro+ 5G (Suede Grey, 256 GB)","₹28,999",mobiles 5g,4.4,"14,056 Ratings & 1,759 Reviews"
"Ai+ Nova 5G (Sparkle Red, 128 GB)","₹7,999",mobiles 5g,4.1,"10,794 Ratings & 782 Reviews"
"MOTOROLA Edge 60 Pro (Pantone Shadow, 256 GB)","₹29,999",mobiles 5g,4.3,"10,271 Ratings & 889 Reviews"
"Apple iPhone 14 (Midnight, 128 GB)","₹52,900",mobiles 5g,4.6,"3,18,732 Ratings & 11,822 Reviews"
"Tecno Pop 9 5G (Aurora Cloud, 64 GB)","₹8,699",mobiles 5g,4.1,127 Ratings & 7 Reviews
"MOTOROLA Edge 60 Pro (Pantone Walnut, 256 GB)","₹29,999",mobiles 5g,4.3,"10,271 Ratings & 889 Reviews"
Unknown,0,mobiles 5g,Unknown,0
Unknown,0,mobiles 5g,4.4,0
Unknown,0,mobiles 5g,Unknown,0
